"filename", "language", "TOML", "JSON", "YAML", "Luau", "Markdown", "JSON with Comments", "PostCSS", "TypeScript", "Rust", "Shell Script", "JavaScript", "comment", "blank", "total"
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\default.project.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\Enums.luau", "Luau", 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 5, 40, 176
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\Miscellaneous\floatencoder.luau", "Luau", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 5, 11, 54
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\Miscellaneous\init.luau", "Luau", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 4, 27, 133
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\RbxEnumEncoder.luau", "Luau", 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 10, 49, 198
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\Read.luau", "Luau", 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 5, 39, 171
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\BrickColor.luau", "Luau", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 5, 18
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\CFrame.luau", "Luau", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 6, 18
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\Color3.luau", "Luau", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 3, 8, 31
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\ColorSequence.luau", "Luau", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 3, 9, 30
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\ContentAndFont.luau", "Luau", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 4, 12, 53
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\DateTime.luau", "Luau", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 5, 18
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\NumberRange.luau", "Luau", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 6, 22
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\NumberSequence.luau", "Luau", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 3, 9, 34
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\PhysicalProperties.luau", "Luau", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 3, 6, 26
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\Ray.luau", "Luau", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 3, 7, 35
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\Rect.luau", "Luau", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 6, 24
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\UDim.luau", "Luau", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 7, 23
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\UDim2.luau", "Luau", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 7, 25
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\Vector2.luau", "Luau", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 3, 10, 36
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\Vector3.luau", "Luau", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 5, 11, 43
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\buffer.luau", "Luau", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 3, 9, 34
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\init.luau", "Luau", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 2, 14, 53
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\number.luau", "Luau", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 3, 12, 51
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\string.luau", "Luau", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 3, 9, 34
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\table_and_deduplicate.luau", "Luau", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 5, 23, 98
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\ReadDatatypes\template.luau", "Luau", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 6, 20
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\Settings.luau", "Luau", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 1, 4, 19
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\Types.luau", "Luau", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 13, 45
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\Write.luau", "Luau", 0, 0, 0, 539, 0, 0, 0, 0, 0, 0, 0, 69, 138, 746
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\src\init.luau", "Luau", 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 1, 20, 85
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\anexpia_bufferencoder@1.4.0\bufferencoder\wally.toml", "TOML", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\boatbomber_windshake@2.0.3\windshake\README.md", "Markdown", 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 80, 251
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\boatbomber_windshake@2.0.3\windshake\default.project.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\boatbomber_windshake@2.0.3\windshake\src\Settings.lua", "Luau", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 3, 15, 72
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\boatbomber_windshake@2.0.3\windshake\src\VectorMap.lua", "Luau", 0, 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 7, 40, 243
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\boatbomber_windshake@2.0.3\windshake\src\init.lua", "Luau", 0, 0, 0, 302, 0, 0, 0, 0, 0, 0, 0, 17, 88, 407
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\boatbomber_windshake@2.0.3\windshake\wally.toml", "TOML", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\CHANGELOG.md", "Markdown", 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 38, 222
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\announce.lua", "Luau", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\announceServer.lua", "Luau", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\gotoPlace.lua", "Luau", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\gotoPlaceServer.lua", "Luau", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\kick.lua", "Luau", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\kickServer.lua", "Luau", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\kill.lua", "Luau", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\killServer.lua", "Luau", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\respawn.lua", "Luau", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\respawnServer.lua", "Luau", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\teleport.lua", "Luau", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Admin\teleportServer.lua", "Luau", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\blink.lua", "Luau", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 2, 5, 23
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\fetch.lua", "Luau", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\fetchServer.lua", "Luau", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\getPlayerPlaceInstance.lua", "Luau", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\getPlayerPlaceInstanceServer.lua", "Luau", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\position.lua", "Luau", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\thru.lua", "Luau", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 2, 6, 33
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\uptime.lua", "Luau", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\uptimeServer.lua", "Luau", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Debug\version.lua", "Luau", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\alias.lua", "Luau", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\bind.lua", "Luau", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 9, 65
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\clear.lua", "Luau", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\convertTimestamp.lua", "Luau", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\echo.lua", "Luau", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\edit.lua", "Luau", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 14, 79
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\history.lua", "Luau", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\hover.lua", "Luau", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\jsonArrayDecode.lua", "Luau", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\jsonArrayEncode.lua", "Luau", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\len.lua", "Luau", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\math.lua", "Luau", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 2, 36
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\pick.lua", "Luau", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\rand.lua", "Luau", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\replace.lua", "Luau", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\resolve.lua", "Luau", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 2, 32
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\run.lua", "Luau", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\runLines.lua", "Luau", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 8, 39
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\runif.lua", "Luau", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 6, 53
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\unbind.lua", "Luau", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\var.lua", "Luau", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\varServer.lua", "Luau", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 13, 61
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\varSet.lua", "Luau", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\Utility\varSetServer.lua", "Luau", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 16, 64
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInCommands\help.lua", "Luau", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 2, 5, 65
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\BindableResource.lua", "Luau", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\BrickColor.lua", "Luau", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 11, 79
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Color3.lua", "Luau", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 10, 53
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Command.lua", "Luau", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\ConditionFunction.lua", "Luau", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Duration.lua", "Luau", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 13, 10, 113
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\JSON.lua", "Luau", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\MathOperator.lua", "Luau", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 1, 41
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Player.lua", "Luau", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 9, 41
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\PlayerId.lua", "Luau", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 13, 63
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Primitives.lua", "Luau", 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 27, 141
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\StoredKey.lua", "Luau", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Team.lua", "Luau", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 12, 53
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\Type.lua", "Luau", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\URL.lua", "Luau", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"c:\Users\Dynas\Sparking-Cards\Packages\_Index\evaera_cmdr@1.12.0\cmdr\Cmdr\BuiltInTypes\UserInput.lua", "Luau", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 8, 32
